sk_d_aluno,sk_d_periodo,sk_d_curso,situacao_matricula,situacao_matricula_simplificada
d01ed2306af071f8d886198e7cfe0c7bc65d83f417cadf1a31f3f5d1377f6bcf,2a23d074e47a3a8cdd94db54289974475f407df0c59bb3897950c680465c83f7,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
688bea8a8a8525f7b6d58c92225776b9337f7bbeca7ccd08407b43a305701d2d,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
83da476dbe90c5a7714081d8174c81f862ab8c33208bd0e4cd1b029308ac09a2,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
015f57ba84bbcb50dfc5a11aa46db39e215d5b632915b3416c0ae3f04789bda7,4d4f250915e29cc56ac564b87669f320433d2bb1a229ed2a7e30ee6231ef6e05,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
1a4c49610cd320020f1b7258c77e9488abbd99bce2708c1a38423ca4978a9230,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
8a268a70393b2ae2c5da125f419bd9937948aa710bde27e823e62a6cb0cca1c0,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
ec6acf55ac2dc47a49b516b45363043de9852763de7bc21f3daa080141b10358,f9d7ccec7c000c8147eb90103dc3980f42eb0020049905041a164f314dc9f1a1,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
3faaae8ae32284eec073e7aa3cf11cef7117ec3f6a91cbba376c1099c3d1762a,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
e18032bf80de90f880ec726bdb1f6089052676dd17cdd9ab35d65998d41d8792,4159cd8923ee497dcd22344b2ffc4a845bdce92a8c17cc94a2cb4afe6370d94c,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelamento por ultrapassagem do prazo máximo de trancamento,Cancelada
72a6766c6c2bf14b7fddc922300ff3ecd46e1216a90773bb8f05a0eecba60b04,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
47fc8bda4808322c86a88649d3410a3dfdb98c226c1c4801d98c681b3375dbba,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelamento por ultrapassagem do prazo máximo de trancamento,Cancelada
1df7cd399bc78cd7271a43bcb731f0f09d8a69033707bed2ae511e1b9a6696e9,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por abandono,Cancelada
2031703c65fcf60e36d168a8e741769d746af088a8c931ae9f1423d7fb8b0fcc,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
232c56b99e7e2d691af1bf0353e2b60c20345f9909ca4ff7a2c4b8eaaba44050,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
11712371820099a91b86a497ac9d3ce2ed3f471fe7f9e68cb3572c2d25a5728c,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,bb4e3559236520f052d4d219ff578af44017675a40e510ec561646795646ecd3,Cancelamento por ultrapassagem do prazo máximo de trancamento,Cancelada
97dd854d92c467465905111850e0a66be6ba4c8fd3e2543aef7b9e74b0d086eb,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
bf48831d702b477df83592fd9d4e5d13a6018122f18960b4b7eb9580b0e967c5,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
51c0b1a386b169081beb47f0faf6ef8eea1a1782736d03682f33d6097feb28ca,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
8c99440ec2c8260c7ebcf4957d0772c13d2e7510661c535586fd21d47573bb64,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,18d23ee40f36af9a5cbd3ffe0e233fd62709a75b2b0ce307daf9f837c7cd5ea6,Cancelada por conclusão de curso,Concluido
3fa30ac8d9d76735f9550d4dedfbf0047cb3d98a63688f812b1db7ce84c5e78f,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
786b996fffba8a639f83244c7fac6bf35e03c5183162e07481d7681e24b26372,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
483846952286127e6198f8861bda6c1ddbf8ba79bb35be45c2f06b13b2a688ea,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
c25da178a2d1db245a8549d9dbe90dc867e9b216b0a0d84138449f575ed2e447,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
f51cd2edfaccc95bdb0b9f45985c23b386ef272e7e91b84195e8ffda0014da65,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
2ac073a85aafbf3dda761f58b4667a0bf9134e6b83cb1d80a7317fce5337727d,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
87ad87d660d476ef43da0a357444a19efa47596ba53eb4c1eae19a8c2e26c303,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
e6f12650197bd6a5087c52e1a3627f437ca7753f6fa29f78dc389a5f4dab020d,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,18d23ee40f36af9a5cbd3ffe0e233fd62709a75b2b0ce307daf9f837c7cd5ea6,Cancelada por conclusão de curso,Concluido
62139aee4b56018564a2dd07b983b981bccc6d5c7255c8a16948290d0e6dd9ef,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
fc89d9c6977da4ec08f565b6dbafa347fb94798e38049e25a6800c1d10ec4717,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por transferência,Cancelada
71be149d5baa7c146b53bcf25266c1d2740fae6afaa8c1987dd566615aa782b2,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
c37686100038843ef29dcf0ca50334b1306506ea694a80666900e344345cc89e,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
1decf68b8f6324997d55eeb7a63c85b17eb46024250a313c9ab8f7938a463384,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelamento por ultrapassagem do prazo máximo de trancamento,Cancelada
82735d7535d6ea137fdb21afc881bc434405c50e33770e4d1a044990ccde3f2f,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
e1c7d82076971d66b6ea8ec92e44799ea35e561f72724f2923c07176c1e11ead,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
71fe165db27a0ad1709fa5883a70cef53aa1381b9e79da87ac1e42973a9a62e2,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
e91a87685b3ab065aaeb6b436d8933124544725db4029ce19cc6128ffd790c9d,6b62208c0403a5eef0c0e94e8c3bdd6964bda62af0eb73d413d2ece261c076c3,6f1e0f6772b6be6e81f703f02e159447aa1d9dcec02e58485108826c0bb2095d,Cancelada por conclusão de curso,Concluido
07df142f51afdd9bf67f45cdfff0c05c846a69ee7d580f17d64388005057fffb,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
c02bba2046e1ed5f86ab2dd65b59176a668fc55728a8fd86c92434898a8cea6b,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
ac49a321731ab6470c9eda497d0a855d96cfebe0b8e50a9249645e6d9e1566b5,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
e5f98753b26c71dac26c7656acc8cbb60b2759912a8de9b197c58d7aea0ca81e,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
c3a1a4a88fcc51f35f6192da4c5b891a6af0790c093823f7270cec9d6eb333e2,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por abandono,Cancelada
2aaf9c5dec54611ef703b73324e502f788999e3765435e352cea7c359f77dc06,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
7c6dcaf18ade4ca909064a2019b3cd668281da60ddfb25861881124cf345ca82,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
fed7b500543f98b25088ebe0ed1039635f79572820f968319fb0730efe92f2de,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por abandono,Cancelada
63a2e757b8e78b59d9ad9f2cb1af4f0df2364745c570591427920a6286ac47d5,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
94fdf960cb207840fd03b0c8a7ac7191bcffacaf088746cf97f73691b756ccef,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
7d233ea83d8a94ad9b4c463d5f50dd97846a76ed84b98831cba3267077f263e1,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
6fe9382bbe728750b11570fd7bd7a8b96e940f324ebf8f4feec9217c79615e76,28e3c20143a411aceee3f93ea5393678445432c9085706cf2c92eff957354e7d,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
be7309a55349aafc54b8d902a86be5ac387915d3c4e8f96155b0cbd139bae9f3,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
27f00a6ad6b2a2fa0702c65db12d99df4f717e73bb7832472a885cc1f985c0a4,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
543a0b05649ea036160ab89b328b633f74e8c714966b3ad869e95a7eaa210ab6,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
3df467a422b293f7d1997c682960ff3a203e52ca6521d5af3d20e0866befb721,2a23d074e47a3a8cdd94db54289974475f407df0c59bb3897950c680465c83f7,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
6f07f298e2532ecf3fce4e4af049362bec0adc87afee02cb347bfd8cf8e44cc4,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por rendimento escolar insuficiente,Cancelada
0c65f3030b02f0aed1b46a19da1c6ffb9dfac11e4d251b4f6e01e21cc1a3295b,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelamento a pedido,Cancelada
0010d0163ce568cb9f059e1cb8dd20085cefbded0358331a3a86be029b7dc5ac,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
02819a468ad116921a2bfa77e644bc28ce68993fa3cab12992f0aba234ba27d7,f9d7ccec7c000c8147eb90103dc3980f42eb0020049905041a164f314dc9f1a1,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
7e970cee25830db83aeb9eae21392051cba9896210e23267356939e76d795425,a25526e4d1050461b80f54546be876455f444e40aad178197e96516936597384,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
dbbc677af6a8f9cabf243a1e48a217fff8adf69f6542b175bf222986644ce989,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
8fcd7b0e9cb608cc10faea57bf29856ea8ab3c578a493877ed03b6ee9ed189be,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
2f23ce7c515bb14e87c2cd128698912aea34bf2681fac689ca2881109e1f3b5b,2a23d074e47a3a8cdd94db54289974475f407df0c59bb3897950c680465c83f7,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
c20ab0a95dbb92fc6c82b609ba0bc0a4199e618a4353b6721d6dd7ebfe4d1a15,2a23d074e47a3a8cdd94db54289974475f407df0c59bb3897950c680465c83f7,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
244cd7bae51714747fb112c44ab6850a145e2328daa08cc7c5a0aef41e7ddb8b,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
370b08c521a40667bbb1c3a4d53aa7940a458d7f9650cd7fb6f56cb24c890d48,24371a59a1bc40623a3cdb35af5c870789f5123c6bf715aa68b087101ed1a6c4,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
9b669ba50409f716ff9be0832cc7ea727e8c6da3caddf97cbf929f9a4b097f49,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
32ffde4f80f9f750b287291bcc2f7cc500210e314205888661574ecac93da1f9,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
00a51a921376ebb1732a9a159e1de4852e26cb324441881c587139bc192ecd96,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelamento por ultrapassagem do prazo máximo de trancamento,Cancelada
9cf9af130a37edacdb4980108eaae21431717baec10f345e105d12633f21377a,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
aa2c418a3014984bd7934b9f83806efb3fa9742f5734d6b89d85039850cf37dc,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,18d23ee40f36af9a5cbd3ffe0e233fd62709a75b2b0ce307daf9f837c7cd5ea6,Cancelada por conclusão de curso,Concluido
65ed109dae9c82ee0d3a5a9a99bc3c099a0f90364a7e8c00224b5cb4e264aeb1,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por rendimento escolar insuficiente,Cancelada
2a66d801a1f60ac8a2b99a4e718e1e27097df6957855d70a458b4cb155e2ad03,24371a59a1bc40623a3cdb35af5c870789f5123c6bf715aa68b087101ed1a6c4,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por transferência,Cancelada
792c54dfdd73227329fbd5b44d3d81fe310dd91c1c9c13a6da8fc708f04aeafb,28e3c20143a411aceee3f93ea5393678445432c9085706cf2c92eff957354e7d,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
c3a5d5cea9508c33c11fce1096033d31aa2e1e372b128163b94bb3996674fb10,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
8435bfe38c30e592bf9c439c85cd504b5a1a1073df4b22cd401f910594e093ab,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
5ba3eb758fdafee92aab76eab36ceae8a655ef627a325ea00f7addee3b86f2b7,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
faf21d8b4dff810f4d99bd60e9a47d5760f8f5284b20f3a4f567ac524f2a78c8,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelamento por opção de curso,Cancelada
288adeaab25dc2e4ee8298b040d90e8b8e0991cfcb202840f2181f4f7c3c693c,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,6f1e0f6772b6be6e81f703f02e159447aa1d9dcec02e58485108826c0bb2095d,Cancelada por conclusão de curso,Concluido
22ef1f2229a9e4ff7e30333999f1ef8f01ec8ee304610d805d1b93c4ec43e8c9,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
8bf93ff100fdaae9d2ad8409ce7dc41f59922ba689102c3e2984163bb06e6519,49cd096be0d7b3716f5d04c93448d9429ca7f3c15add940ea0fb717094d7e797,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
df86562676e0fe0fa570596762fea5277cdcafcbbe944afea460efa6336b9271,1be9407b0177e3267f67a38fe9de1615d7a2e36001388671cd49e5121c9ceda2,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
e16679854d0329cbe86cd4cc7b575371f9dd292cc4a451b718fa23a65894329c,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
5dc7547b83a0d64c8223b2aaac0444bced83baaa2698f5cba3373d7d20e9a783,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
bc94cac7245041ff3f53d8b093e2a3529a0f2dec76f7e0c223a62bb7893a8d7c,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
2a4e94f80d41304e868126ba9c90c0fd84141b324a265bad5562c381d54433ea,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
a3d83d5fa573344dd27b2af1a72c4e739e5358a44a451d31cea033da0415c6fb,7e6dd30796a3b559c3b731f66d8e09891389e8c448eacf9645ef0ccd063ec447,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
54097e6c3afab33d8483d12c77aa6171c4fb8a71bdca4c4987cbb06c05d6ac20,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
c3391d972bd2f0ce3a2733ff3e29d47b90e769218ce573ea707c926d40155555,7b8b1973ae6e0edd4d8c64d11edc3209f6570d749aa3d888f923241ba225e9be,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
e81c57c3e4e5d8c2a39c842e66da1035306d8b84f34a29a4a362f9f3c936d073,2a23d074e47a3a8cdd94db54289974475f407df0c59bb3897950c680465c83f7,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
e9d95941b5213b8edc2174155950ca9ff69d1439f2a8805f0674b93207f31281,2a23d074e47a3a8cdd94db54289974475f407df0c59bb3897950c680465c83f7,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
cb9f6674ed13b22a0eecf757610673f0480d88226efd0173ef0997e87def2a3c,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
3cd9899a4b9ac6bda762eb1027937d96dfacf0fe680150f32e078833744c4e2f,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
4d1e84eb0c631a2f42161ad9561fb3d0eee719cc0b19ceef88f3b33fea9c7c44,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
84f655340e49e202cb8b693b4b9bffa69a5f54930887d8cac98598310c53b2b3,2a23d074e47a3a8cdd94db54289974475f407df0c59bb3897950c680465c83f7,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
f9086e3426cdbea5c63471abc0c0735666ef8d9bffe42bfb3f865fb51d05ec31,2a23d074e47a3a8cdd94db54289974475f407df0c59bb3897950c680465c83f7,73ab696911ff64ad47fca973788059abaccde6a6e96411498b44e60c4681238d,Cancelada por abandono,Cancelada
5a4f10154d7571de7ae499a3c53f65a75660762ba0e2fdb6d15b7e76ddfe728d,ab7fe9a4f4c31c999d0c6f7a3656cc2d9692a086d0bda056b34ac7a54697b3b4,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
d5e03e099773fd7030768958addab9307b81b28f08fbef0e3a11b042127970e5,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
adcca872d162f3155d04f531d271ca67a405113c4643fe95163e44a45cfe7581,ad209e8f41634e724648164d9664b564f0d3cd7ddabfe38a86bbd99e281de81b,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
0addabd973124fe37e3dbab741289ad5942371a34133f49bd8ce92a1a7391685,6b62208c0403a5eef0c0e94e8c3bdd6964bda62af0eb73d413d2ece261c076c3,cb88287d73dd290062443cea3be8295b21be77ea3b955ade1154f66b70c468cc,Cancelada por conclusão de curso,Concluido
