sk_d_disciplina,cod_Disciplina,disciplina
b4c2744fd9996b3c2c271d7c70af36daf877a0fd2c0481fe7f4c86e745b865c2,IEE126,Estado e Economia
b27aefdad2bf5a5ffc5dcb81b693b666fa2045a3af6ae4b373fbf0ec6e3a177a,ACA535,Tóp Esp Administração Internac
6350703008dfb26f834d42c1683bf89f50315ddbea870eac4a8ca03eba2d94c6,IEE304,Desenvolvimento Socioeconomico
126c30c36c9318fc591bf75da2f9cc39fce0438f11f4317ff594e2cdc294a82a,BAH112,Hist e Filosofia da Arte I
f1787f79ef198d2337ead7a2287c52aa6976f0fb53b38ba6296bae4a5c8f404b,MAB115,Álgebra Linear Algorítmica
310f5c6e86c7e6cbe976fa5706be1805c8d1f8b59bd6ca01680db32cf942d8c9,MAB120,Computação I (CC)
1a80b254db710778a5a7610c938ba5a877503cba21e0f92baaf5dec0f65c3cc0,MAB113,Organização da Informação
e06a0c438f2d90d5bcd5bab6dd498c4db684593c35a3d20effda3057f5aca547,MAB112,Sistemas de Informação
6ef3dfb1b07d88165f492a688d7d388d4a873e27795612125c364f4f35ef1295,MAB116,Estrutura dos Dados
385798e21b911bab3a279a77d2ebe6cf96dfcdfdaeaa60fd6e5fd5050ba4fa1f,MAB101,Introd Análise Suporte Decisão
af38b7e9c5ce5494cbbefb269fd00dc818101855b3077d192a599d546fcf2ca8,MAB619,Tópicos Especiais em Redes I
4a77068cebb94904446e925401a47a8359ea3594b852e64566194e48cbe6401e,MAB103,Análise de Risco
3bfbfa7cc977c774b90d746f81164aed67f661278c43779b8ca7bce9225aa168,MABX01,Atividades Complementares
6132ed48ca664030460cbe75bfe27f3cd4eec1da7fc8075049fdce6331908b2a,EET200,Int a Eng Metalurg e de Mater
1fa45e3e430877be74818a691e1b6433fe21ba7c816eb2e01d4c6c26b7d160ef,EET110,Processamento de Materiais
c5b9a2379de34206d9391b3bed510f2a5b6873cd7c7272927b6d5f8279891d66,EET313,Fisico-Quimica I
6e78e5774c18cd02a37080bcbbfe663bd2ee4dc78c718a4ff4cc055a677f4565,COS230,Lógica Matemática
63df5d37f85b0a334df8972c1c2d280c9a8f1788c0c2bd84535b4178204f9965,FIW234,Métodos Comp em Física I
b6932588f8fb902e498afa5f378f0bac1843f76d74e55baeb3f7af9cb6893438,FIW245,Métodos da Física Teórica I
4e4b0187b88cb7ce00e6f40df313f7aa9dbe3d131206a245acb21d813bb3995d,FIW246,Experimentos de Fis Quantica
05b7559975f7715b0eb1f81a5cc6592c7c42e7ad066817e74fcb646b4458c96d,FIW354,Mecânica Clássica II
4095a66d91cc2e9ab4648fd999176f6a15371c3a9e6fa63f01fb7ce3e7f1457f,FIW357,Instrumentação em Fís Contemp
0b3f6268b10034051aa41c4d5a5999fdf5324d2892a97a36b8504673e19d4771,FIW487,Top em Fisica Contemporanea II
7de3ab9a5985644717de6f10d89c2afb6dee2f7bb7a052a26373cf4bfc3bfc6c,FIN471,Met Computacionais em Fisica
40bd9e49fdaffb1e929ede7500668db2561308b6dabd12d4b082db348a298e6b,FIW001,Introdução à Pesquisa I
b3193da9dc43d1ef7346940bd9f73fb7be4ab9c11904832c525ea1186a022b25,FIW363,Termodinâmica Fís Estatística
c16214cf6a59bfd121c2458c2f8ea6481be75909231bf0c8ae63536da05a9e92,MAB517,Anál Num de Eq Dif Parciais I
83f46551d675bcde18313f3a4a8f5bd9a7bf525c0294525b96fe4967ded253b0,MAB470,Sistemas Operacionais II
2056b75da6cdccf822f31df3dcbc241f38783a663470e05bb26fc986faffd7b1,MAB522,Anál Num de Eq Dif Parciais II
94048a77206e6f241b136e27c6477177ea5cf6c6baa6f68b789b6c398a18d8c2,IEE234,Historia Economica Geral III
9aad5e390227bcea3e7be5a3fc1fdf0f79de762c22de836e0d9fb3f135df8e09,IEE601,Teor. dos Jogos e das Oganiz.
fce58d65869c1dbb4364cd0ae1fce00d2dba8d64ab07465fedf9031b1346464e,FCP121,Ciência Política
e1a06114ba77962fadab5a4716f1bea74e544353aca54775a6f5504ce791e306,IEE007,Concorrencia e Cresc da Firma
d52ac2c23e3bacda7e85a1e7e1e87bcf4618519fa47e16763004162c36dc34dd,IEE628,Contexto Internacional
6b904c1dfb69fcd1fd919e9456c56e0c2c8704442f619265392ce49847fa0f7c,MAC355,Metodos Matematicos A
cce8863585f4cb3019b1ffd283cd80e1317c8febc82415575454aa04eab80d4a,MAE474,Equações a Derivadas Parciais
78cffdf1b8ee2e4b63c239f8686323e421928fdb446949b9c6daccbbafb78273,MAE472,Análise Funcional
9d122b85f7abf9888b66600fa7ffa8fb7327be0dfee5b8b6ede7adb6006f01c9,EEK200,Introducao a Eng de Mecanica
adb582c05690b7b07698e71cf08936e511722f0be7e21a991bb88330bc3b95e0,MAB224,Programacao de Computadores II
7155e3a6299a747bb7037a2ec179593787dd61f78383abc876b736f8748d85cf,EEG501,Tecnicas de CAD
cdd15d9c09fd47e162104072b5a873e84789810f7be8e9cee71f54999de71298,EEK243,Dinamica I
9ac505eec591da014c252b578b7727eb1f45301c4961e71082fc49502eb304a3,EEK303,Termodinamica Classica
e4848d16022a6ad7aad004b9f3e4e15a316e46815e56b19c133897226d2c16bf,EEK300,Met Matematicos em Eng Mecanic
028528bffb3c72cc53ae189b899e9eb97509fd1ad0af1f3c85f29baed3d5df3d,EEK331,Mecanica dos Solidos I
b6cf41b93920260f061ec1a09f00ea043185712092b072f37bb0b595af0aa524,EEK333,Dinamica II
bb84790403f740b7b5b4cd135ad6759a3773d9b4b365805a57993b5322af8afd,EEK340,Tecnologia do Calor
a8befcea53eff775b0095a5bb0858c968c4608ba0ce441741f8decdfa1327662,EEK350,Metodos Experimentais
3df75e5c8c084fad62742e959052630ef74ca7de88831c1a49fed666d4416674,EET310,Princ de Ciencia dos Materiais
d52800e59c180403542607188953d33e82a6b6c7844baaf2b26d7b1832945f55,EEK310,Mecanica dos Fluidos I
914009efc18e78f95e017a3ad83b2124260cc1c54c5dd9ab440b8fb9ae4b3e06,EEK320,Tecnologia Metalurgica
58bc9546359fb1ef48fcf42b5f0b2073289bbbdb6d5ec9ea084557e71f0ce47a,EEK325,Vibracoes Mecanicas
8599162f27c2628262c8dfc2bb8ba3b9aefff3d6a09a209f6aa940af453c27fd,EEK332,Mecanica dos Solidos II
f4afcfe0c0a5b98d5412214c42723f3d90dfcb167bed7cef8d37101607288341,EEK351,Lab de Engenharia Mecanica I
50f3dc63b9f1ae3109c24e4a5dd5125b8c8d258711b3a4235a244f9ed591a50c,EEK421,Usinagem I
677eab2e1cbacc61496d4cb197e982daba16fa72b5cd0ecfb4c1755b75dee306,EEK401,Transmissao de Calor I
6056851ad0a6f80c797165b7791f74e38f7ab8fba68d22a78fd31dcd10af0fe6,EEK410,Maquinas de Fluxo I
68d586e4056e0fef2217fa0e3b312c678ac439472bfd316e7c796c793294ecd7,EEK413,Maquinas Termicas
5c731fd88f60908f2c70892ff1815b96cae193897eaf1925393e1e3b1b598e5b,EEK431,Elementos de Maquinas I
cc8eabf333fa801ba8b5a2d17a9a254d030be52e59f3ffdc74daa3e0ca3eb196,EEK451,Lab de Engenharia Mecanica II
11c2dd5b7e0ba76bc6f779c571c8c7c6fe30c39adb129fc561e23684bc3c702e,EEK532,Elementos Finitos
633b4c093651a2c6c776a73c11f9b4e13c056099ad9a51d0dc31615eb48e3882,EEK573,Soldagem
5002423be6481ba6f403e7966f4829e8a3c927fce7235eecc3ee3f9f36f9302f,EEI321,Organizacao das Industrias
2cfe0cd66e5fcf839fd9d809eb27f8c99367fb0219da727b956d766fb85bc88e,EEK400,Dinamica dos Sistemas Lineares
5618f1081f9b675d94e7a00966d9397c99fca534f0efad82cea70e82282439df,EEK432,Elementos de Maquinas II
78041adbec02f1a1f3ef29c760d5905b5e9d6c1959ad8a665d68fdf24ba55653,EEK500,Mecanica dos Fluidos II
ba158d7af60d0942953bf26fd47b6cb197756d676206b550a734c6301fb6daac,EEK504,Maquinas de Fluxo II
bcf33eee0fa8e5c36edbc3e63a14d18ba1480daa0d837f0eebe16d880b448929,EEK531,Proj de Vasos Pressao e Tubul
f46702193a30825790102cebbce961b47f2eb349e7a8d1e27a213e3479aedfe0,EEK501,Transmissao de Calor II
06363d53e6a04af2a192d5c2bce12bc04a8091d616fffcb8f5d9063b34de4c5f,EEK533,Anal Computacional de Tensoes
c09a913996f787f5655ccbdc6b6796d33d46a621d0856511207af61cf6aae6f1,EEK551,Metrologia
4344caf944bfae8b1f17f557222cb733004db510006bd126ff22683f465aaba2,EEK575,Ferramentas e Disp de Usinagem
406a3166b188c08a0c8260d83fd7f093ffd9091d872b1d7da1a3d62cae218e3b,EEK700,Top Esp em Mec dos Fluidos
8358bd90e026a3be3b924b1daa6be17ef64d83a2f99676d3d118e0911c91219e,EEKX01,Projeto Final em Eng Mecanica
2955364ac0783182de33bece29a418b1598a93f39c4ff4c084092677138ccc57,EET540,Ensaios Nao Destrutivos
911a38c6ea44d9d3285d2d38413510f90c34085f171bb53680a709f3b3dad8da,MAB502,Programação Não Linear II
d8ceb525f20aa3fd20fc5f3468a1a1216c47a975164919c60f032a0106918ae2,MAB605,Recuperação de Informação
7a311336d7e526cab886a5135721ea71c3c1abd6cc0924df1b8d092371933f58,BMA131,Anatomia P
a8b773775f62d11c7fac379025ac8b373ac693d318cb7b72f29e45bccb27e03c,BMH118,Histologia P
c08ad621566e055ca44cef7ca7100f64fbdd8978a8e325e912114a005e958976,BMH119,Embriologia P
42442e0a728b7f69f47848ba87b8de45a5b188840f14125d5006be97d3536837,FCB113,Sociologia Geral
9e1efac1de6ede9af3708365e867830769c6b238628cd0d60f7ec3370cd52b92,FCF110,Filosofia I
22e8e5a4dc4d2c3c09ebd25c50d60702ba24a9b9d8bc68c7dc0b3372c0f6382a,IBG121,Genética para Psicologia
985a8aba21824dd1e14710d8c40cd13e46662639128f9e4709c0ace2b5c78a9c,IPG111,Psicologia I CB
3821a651258fce3d79b44519e09ab280942e5e31617c7696421489ebc2aabe35,IPM101,Introd a Metod Cientifica Psic
02b458ee8021968ec2b62c264ce470d3c4f425dd7d77a713c0dc3e23921786c3,FCF111,Filosofia II
61f02040edb7bfaab505aee270d61a763117ab93df8cd981fa2bfd435caf743c,IPG202,Gestaltismo
166605072ce458addcddc12303cc1283f124de76ebe1d989afb1af30405f7e79,IPG240,Historia da Psicologia
5aec17df55ceea0756b34a8b398e27531240d804c6534fce549a76333361da05,MAD341,Estatistica Aplicada I
589787204ed2edfc19fa0b387be3b56210c054f1197d310279c10389dbbc06a3,IPG103,Psicol da Motivacao e Emocao
cb1a26fc89ed610b6a5e8f4431ded1cc171d88ff95c536cf92941f921e22118c,MAD342,Estatistica Aplicada II
83d98cd1dac6d11d773685c2891eb2a42eb4f37a994c1eb06bddf978a454ce62,MAB529,Sist Complexos Inteligentes I
4240c1d9397c0ff9183796621bd821417f7970b0ead39a6edb9bf4cc0eddc470,MAB500,Robos Sist Auton Inteligentes
fdd75270fe83b69e1a64f458866e62d4a734abbec4c2d89832d42e14a41be334,IQG114,Quimica Geral I
4403b59dd99ed0c50bdfa9386b59af6585a1ec2352db023f07ef956e311ba8ca,MAA373,Introducao a Teor dos Numeros
0ba20d6d456f23c676999cdf0d198ed17f208d4aecf89f07d8f745a50677fdbf,MAW365,Fund da Matemat Elementar II
ec0819c0101bc8eeed594b6a0e350b184b026dafe3a9ff8843685545fd83aa79,MAW354,Fundamentos de Geometria
fe5384500169c686375428874f8142f606c1b3f96975352bb7d37109db292c5c,MAW476,Fund de Funções e Conjuntos
a2946eeb528461c2449177cf0f0179350a8ef2d87b92377f128ce57b32de70a3,FIW111,Introducao à Fisica I
38c840edda8c3987b5a05c20abeb014c8cc3d371777323736b960767aee6e3bf,MAW115,Geometria Euclidiana
2bef00f43397adb4104e951348c184d960b3ab6115d7472ae1bb4f828541ddec,MAW125,Números Inteiros
61a3d4bfa16ada4fd13c240112b803ebc8ae3c14eeb629871fb1dc2cbb9d61ef,EDD501,Didática de Matemática I
a0513786317e6d2b6169890770f0dfc1bfc0212c6921fe16802f6f194c7c0c30,MAW235,Teorias de Anéis e Grupos
eebbb8bec6a9e11ea1c83483a18a3e1828ff1e6a1a6bb0fcb3896b191fdad8ff,EDD620,Didática de Matemática II
0cff443b91f9a348cf74e56c02be1c71edb092575948a563b850aaf162b6d93d,MAW463,Geometria Não Euclidiana
55f7bbab8ad95033be33ef3b4edcd28356afb6774310d5176e96c3502c21b57f,EDDU05,Prát Ensino Mat Estágio Superv
0ba44d4fd15c05034592b863412fa9a2dfb1d3fd2891e068ba85da718b5f8700,MAW488,Monografia II
e48e7750b24447ba408f70c479bc01b6e51b43837c1f1fe3cdfca43be97388e0,MAW483,Lab Instr Ensino da Matemática
04a5d23b0f6d25601299060945318ccc7581d39a11713cc0992b3fd2215b1211,MAWX05,Ativid Acadê Cient Culturais
94932627bbf4b3e04561dcc03eca9fb6d02980c5f0867edc8c17b7e12b131744,EEG111,Fundamentos de Desenho Técnico
1e1375c169682984fa276c32b2e9b236e98800c801f6bb081e802419b4d0a93a,EQE040,Introd Metodologia Científica
f4c6992538c24a898d0ac08a7f9522fe98339551cbfd009c1ca78d53d48d1a9d,EQE112,Introdução Cálculos Processos
a1382e64e3d6a45e62da053519f5093420e57b29a597edd7ab450e96350549c1,EQW112,Introdução Proc Quím Bioquímic
3671a8db3712c64d799804b8fc6daf791d1a9226bc3611bbda8cb6413d45e8a9,IQG115,Química Geral Eq
93d72b90625c90fade2a09b248a68f96774a3b750653d62928a315595d702f89,IQA121,Química Analítica
6eaf361b3733151deeec26fd037ef3deefaef3f7e701d1e06f711f5d3a6d13f2,IQA122,Química Analítica Exp. I
a037ff9957ce6f9c76c9d92ccf538006cbea3127c36878f84eac2d891e88b83f,IQO128,Química Orgânica I - EQ
ef00fc5d4e58418c10c593777b8ef18a09055d714281482926a6d0aeb6d333a1,IQO130,Química Orgânica Exp. I - EQ
4d7eea556cd186c68d202765cf1a9f49b85289b9d283f40957e9ad07e5270fa5,IQA243,Química Analítica Exp II
bf55dbf3f93aded37c8daf875818564d834bbb932205195b00f701560df57554,IQG231,Química Experimental EQ
3fc59c0c0b4255aa32651d2a3854bb245602eb8e9111783ac40259805cd7334f,IQO235,Química Orgânica II-EQ
d632bfbba2d319ada3fd530685f49205bfc352d3c2c059135d1dbf3b1387214d,IQO246,Química Orgânica Exp Ii-eq
b6451852212f58bf29a96ea585702a26c436529b5d0823efb0c8c506e3e576d9,BAH121,Historia do Des Industrial I
417cc1722dfc98201be694d859e4ec818d57dd2323e4e2c61f96f09600256bce,BAV350,Analise do Texto
b90babe3964a2495ba8ba166200357b1b0fadabe8411d6ec9edf07d754ff1326,FIW491,Tópicos de Física Geral I
17756d5ef54f9a9a89dd89eb4e291cbbec174e6d8772aac39e177311275b739c,FIW489,Tóp em Física Contemporânea IV
646951b1f21922b974392f19664799ebe939a23b6c62455395ad82aa5176f3cf,FIT353,Sistemas Não Lineares
0a36f5129469c512502d89061434664295f6f482312281202a2b85da89571435,FIW002,Introdução à Pesquisa II
1e5829c523de2b4952ff8b0a155a62d2732770e978e67ef342f05b50b275034e,FIW244,Eletromagnetismo I
73c7b9cfb7186bc82fdfd8f66379410031a4fecdc13f3e7990f00e6ca23865fe,FIW364,Métodos da Física Teórica II
54e47c704732aa0d10df8470d128254e1017cc7c4a3c86b528be3221b9930442,FIW003,Introdução à Pesquisa III
e6f1b5d990130572b13dc601723bdf1fd7158e2b90bb94fa94124a730e081ead,FIW355,Eletromagnetismo II
2ad39a62550ed8874f9fe0e6be21e39d692099c03b0518fce49aba17f625dbc9,LEG123,Inglês Instrumental I
fd19b2fd68a2d35ef8790ed789fe3eabd72a9cbb330e45f5621c1fb78c285e58,MAWX02,Monitoria II
fc84fd6b8ad64b43d48d666780684603f00d89c63bed9f2778415d67162b6e4d,EEL338,Eletrônica I C
994800a2014dcb5ad73b4588ba9136fb28d07048dbd6023368f2a6cda3dfb1f6,EEL660,Controle Linear I A
f69ddbcb3f7f697fdd8cf36c049b4cf843a7cfa037059f577e3eb5772e557612,EEL882,Computacao Grafica
847eb771febac5c40ac99e0d75578f107e7c0e390ccc11c84c9b0810d2d73eb3,MAB531,Tóp Esp em Teoria de Grafos
162f73a01b3c831bffd79abb6ed3f26c0306cf9a35cd9f98c65412c5744ae6ec,BAH208,Teoria da Inf e da Comunicacao
99b0293ab09671440147c757aec23a457993ddbd6e6693472bfe3d5f11ec97db,BAI117,Oficina Básica I
0cb2517d393ccf1d40a56fb1382d4d115217493bdb21186591e8f5335424deb5,BAV110,Metodologia Visual I (DI)
d9eefb1e0f250d4ff92a6fab6ce9fda81be9911f95ed6f0be8cecda7f2ee4733,BAF106,Desenho II
b4e9dddd52847d1dddd8535ad17850ed4cc244445e4fafde9477d9bce881ca6d,BAH120,Hist e Filosofia da Arte II
3a3c1975f5bbfb9c262cf813ea674d5538b49e8c1a5cb9e428d761e445fe8f36,BAR120,Sist Geom de Representação II
85c3aa926be810ae96a8dff77cef8866f7392f81054ac2005a64da99d89679c3,BAV120,Metodologia Visual II (DI)
136c96846490737d1cf4b63f507e67c9df1f4a5c575c874cea5a6569764c3ebe,BAV121,Fotografia I
0a825ab641057f973031c99ca18a8d31ab73a757f7dc762aea084e97a42b508b,BAV122,Tecnicas de Impressao L
ff5b223e586a2f1900285726c6eb7be50cfd3fd2e762ccc4cdeae11060a2996e,BAF203,Desenho III
0bd8046611436305260924c05e4f705640cd9c819f32ed770f44b404840ffb35,BAH230,Hist e Filosofia da Arte III
4a457dddcad6ba82b25a97a16bf7303b1eec3be0f66421028b66db7afd054246,BAV230,Oficina Basica de Projeto
b1cc307790ad775165db183a90a06e541f8fa0f2e6985830e238bc821daf0ec2,BAV232,Tecnicas Graficas (DI)
67e37c4d3e4fb8069f3178af9087e3f5b9265058763b1f671f5db8ea5a905fe5,FIN351,Fisica Aplicada ao Des Industr
601a822e980a043877ac8af7c96703ab758bc7c551023292077204028d35d1d0,BAF205,Modelo Vivo I
2cdc203aa53c9914fe549c4ec49056caaab1bd4dcc8b041a8df4e61e5160332f,BAH231,Historia do Des Industrial II
ab57e9e97bfb5f2286ee9b404e7998618b4f1a3571ee94209f14316a589aca8d,BAV240,Desenv Proj de Comun Visual I
69d47dfe9cfe6adeaa914b57026e16aa634f0d8b36a462278d9636a09ff07bea,BAV241,Percepcao Visual
fb4b16594f50a0e6b9779b7fadcaaf9998c862e182d236560dddbce7b30a7544,BAV242,Laboratorio Grafico
53077eb83da9df6a9a2a01d25e10109328b33edaaf6d32ca02c62a0d44e08192,ACA510,Dinâmica Interpes e Negociação
ccb5fed9c1192b5781eac499cb3d5217d229a491a3dfb01ff291d10e8c24d852,ACA520,Sem Estrat Vivenc Empresariais
7b47a55ef18afb54a991d70c30af6b43fd0ce2d722a42aac37c41d14d538065f,ACA514,Medicina e Higiene do Trabalho
212e27b3645f58d47bd4012dad70ab871bf5eec178b42c76d6df697b5219f2ef,ACA544,Tóp Avanç de Recursos Humanos
57d895a4090d60ac96d75a69de3b3d754a0dfef0b5499963c40e46a1e121dbeb,ACA474,Cultura e Mudancas Organizac
34dca980ebbe9d3d502d32dc715b3871491cf65432fd928438ec4693b827e469,ACA536,Tóp Esp Estratégia Empresarial
2c419bcaf6e8894d180b51997173355ff44258cbb2e76033007f70c288b7c497,EFC110,Prática da Natação
c851d153fe7937986b93ab95203eba4ca75ad55285bd57dd25e014910455b1f3,MAE992,Cálculo Integ e Diferencial II
8dd4903285a5c689f052f32f80b691757def6c3de3bbbebd8eda5d1d0507bcba,EFL220,Fundamentos do Yoga
f889ddcebcd533371319c409a3e4ab992aae68d6d54300c61078cd61b894b686,EEL850,Software Livre Metod Particip
dfc8ee5fa06ef098add4457ce1d8073ebd7531578560fa0303da17c0e6231cba,ICP515,Avaliação e Desempenho
53bd89fc0c41735ac575f6e1249a3ac931a607149827bc0b00c4723048189f76,BAH222,Arte no Brasil I
2e9331af12e44732c28acf2a7de54e95c5a4baa59221cf5a27adc6d2c5f252b3,MACX10,Seminário Métodos Matemáticos
b59c7cf8a86bcdce9b91b616f5021096bedf967248a9b40292d3db1c7621604f,MAA371,Introd a Medida e Integracao
8a08be9f0605592e99b07d13e2ced65701db0d227ef68cd7f047e55058c26f2a,MACX11,Projeto Métodos Matemáticos I
9ba080f6c29ea0da426d5d5276281735db4c429d166736ee24aa220c6a8616cd,MAAX12,Projeto Matemática Pura II
9774a8ef31ce4d35cfbc66af78138c1bf1fb9fcf8feac1b1c431e526edc93b2d,EET351,Estrutura dos Solidos
eb7a6c82598e052898b656423a78e4d9ee9185b8e18b020048fde20dba87c9ab,EET314,Transformacoes de Fases
b0cf0b90e1bea9c519f1cf8814a4f24d4819ea14dc5f35836f2577edb56865b3,EET353,Fisico-Quimica II
ad4a650fc84885921e920f2c1140309ab69bd75dd4669a4db331d0553c37352f,EEA338,Resistencia dos Materiais
8b5bcffb7c19d11170f6b2714b31fd73834dcaef2ed6f59a8b937f645bb392e8,EET334,Proc de Recursos Minerais I
17448d5ae627f83794b16d543d718a24eb49447e50a54458dc80c7d771679849,EET335,Proc de Recursos Minerais II
048714a273255ff23646dfac9d53c50bac80846f09bfc59b9067abc6b0a1a57e,EET354,Caract Microestrutural dos Mat
1e222ddc06adaaaae2251466f935a8579e62c6085d2d6f69b6996b8b3fa42f48,EET470,Met Fisica das Ligas Ferrosas
f6b9d9d8303e666d0dc5564bdfb1c1e694ed940df2094f5e52e0ff1c83936845,EET214,Fenomenos de Transferencia - M
622b799d8818ded3f5f745b30a74fef785667d819ea4a12fdbb54c88869d9dae,EET347,Prop Fisicas dos Materiais
5eec3d02d56673653bbf3cd2c84689b7bd24988e68f2c0aeaa9bc43242d6a88f,EET428,Met Fis das Ligas Nao Ferrosas
996ae53439e79dab6b0e8996fa7a5649d5b09c9a9a139a51dfda2cdf49f30bf1,EEE389,Eletricidade Basica M
f64b6fe5ead1b4626dfa8ffd6666dba2c5b8a0e4f42eb1b514107dcc29ead2f3,EET346,Fundamentos de Tecn Mineral
da38a2b8a614332f9eafc96d70330429a85ae7bec197c360f9290d3bf1db4c8b,EET435,Comport Mecânico dos Materiais
54969ba79d99d375789f1af08033f2be19c80e599f3f21078a3f6634b62a1991,EET555,Fundicao
d96e68c8cd4fac63afaa8dd369da60cd5e4e82de8e1d4b2315e753b8108580a1,EET438,Transf Mecanica dos Materiais
16f4a66516859bdf895be171658e73c00fdca60d661ae885ef9b4e07c9fd1c6a,EET445,Piromet de Metais Não Ferrosos
fe86a3269e11c1290701e53453da88bdda017bb9e5740b8960e0b8faf30951e5,EET467,Processos Hidrometalurgicos
3c82898131f46f9785070b3bc7521db3eb256aa65de745f77e88f470d383d4ab,EET520,Prob Amb na Ind Minero-metalur
1d16bc40b44f10b7031d2a119fcbab2d788da2081698ce9e4b2163cc531029ae,EET415,Corrosão e Proteção
37ec0a38a78281c4997a5bf71bc08c6e8ffd52592eb30ee719f7b9df76431da2,EET416,Tecnologia da Soldagem
f5a8f66762b7f329463645ed261830e5a2356c50d135898e710371a3562bf423,EET514,Siderurgia I
d8aecd803ff8e5dbef8cbbf4e49e0301e1251fcbb8340aa315ab937b7fce6664,EET101,Fratura dos Materiais
5ce952fc69238dab1b1c2b6412129f1bdfb1092042a7c1c16ec9c4ca355cd38a,EET410,Seleção de Materiais
74b6e00f646185e62cfcd8389588ee6aeaf3d499cec950337c0b5e5fe2803ef6,EET524,Siderurgia II
da4b3d154823db2028a22094b17072be196b748c3fd612362e7cb10023ef899c,EEWU00,Estágio Obrigatório
b4547b1b4503d45ad882241519370c63398d40a947d48fd83828ad042c7a9af4,IQA480,Introd à Análise Instrumental
aedaa7534f6ba4b4cd85b9fd313b5255c4527143acf1a2978b4d7791bc5e1c87,EET539,Topicos Esp em Siderurgia
d8dfc9275aaa133e5107497a211e8c3a9bd404aa1fea0137204ef79c349468f8,EEW016,Capacitação em Normalização
048b2be867d04ccf04f3d04480e35efec556803cc6d0cd2ddc1fe1a425907a99,EEW018,Fund Metrol e Aval da Conformi
9a456d06c7672e17a9323c17f4ecf47140d4fc62566d86372f1672991592a0b7,EEWX00,Projeto de Graduação
cc255ed2754d5010ac4c080ec1ab2f33ae6da9155b5be96f03def2cb0dd289c8,MAE512,Fundamentos Comp Científica II
7ca62efbff937528b525b5678faaca6f59d9ee2534fe5176d07c7e72e2c5d9a4,MAE513,Fund Computação Científica III
37098d220876da40d01435ead7d35dbd4eb02906ede49672409fb7aad82be582,FIM357,Introdução a Relatividade
1ae966abb9565434ed7a26fd46d29f1301de73b550c1523bad814059b0e46459,NCG016,Computação e Finanças
22c1ec9cbef6638505694c30319eb2a128e4059139e2c783d3cd31071faffc30,MAB102,Trab Grand Vol Dados (Dc e Bd)
c06d1a7480be471d92f8c3faa520c08de8f8f70758171da971bc0f17e7308c3a,MAB477,Compiladores II
454e3863a29c11a1302b5649cda2462e6f654006224a9e45497e229220701a85,MAB367,Sistemas Distribuídos
8aab6ffe1f4a85cc4952053677d83583f29af891a27cc0b0e8fc341da6302780,MAB100,Introd Gestão Estratégica Ti
e5c72647a606eab5583974b2d5ec50255f6edcca7cffb8d5008e00b5c4bc5419,MAB640,Projeto de Teste de Software
6ff06fce6ed980c8c590500c90ec66bd0477d06a6a60eb6137e112de69597464,NCG007,Introdução a Redes
3bc11c63bfdbc3cca8a15dc696c1a56e7082fa89556455c44db66c3bf03e5019,NCG008,Con Fun Roteamento e Switching
e2742bc95ef811e079e1c09e811746699fdc585b34d5dd2a79acfdd25ef52c38,NCG009,Escalando Redes
f4166f6411edb574923cac01ade562d638c0cefd24eafd92f7d29c8b77398cfc,IGGX10,Projeto de Ext em Geografia I
400b77323b63a32a9f63e6ea10397d519f391fc0c1c5bb40cfacf5edec8eb5a4,LEF599,Est da Ling Bras de Sinais I
21d110fcef57ca01cdf47d3fd25fc5469c8fa7f8ab3390fa9fdc76253ab58c1e,MAB526,Top Esp em Sist Operacionais
d941d2005e8e09141491d941cdf349361ba248badfd33b2b5cdb794a5fe7fd7c,IGGX12,Projeto Ext em Geografia III
1876fec42d22801e5ba6bb6d6b71439e78a084fd0305cc7acf7ffda22f607678,MAB003,Tóp Esp em Segurança da Inform
9d2266031593dab43612ef7d1287cef41e05f4e90d59ff72c7cee51b57e76df4,MAB623,Tóp Esp em Redes II
50a1448b7597f64169101ff405b29f6364ba422df153923a7fa38c9181f6455f,IQB001,Introdução à Bioinformática
08d5b65ea6a58135c5dcb199c440befd68c58fce479685edd4d8bba4a498095f,BAF109,Desenho I - CVD
ddca74eaebbe823b6716e3a108f5675211863d406f77f82888717919ac3babd3,BAV101,Metodologia e Percepção Visual
5bc46ba4016f410dd6cfd4de6b7490405e00bb12ba29e936786d4f192d4c99ee,BAV102,Projeto de Design Gráfico I
7ab5a8343dc0df09cff54ed716ffaa92d00b91aa993d04440b9781daeeb77408,BAV103,Planej e Processos Gráficos
64182e40fa3e760168b93ac2afb3364129eeae2353ce327945b5f492ecb4d056,BAV104,Design e Gênese I
c6080d0dec45b70b9cdc847f81f463df4e253c25e1c411d7cc25403d2a539325,BAV105,Teoria do Design I
83aebd9e1c04fd27c66cd818cfadc7f5e16a07ee5293598192b8ca29ace5edf0,BAV107,Oficina Básica CVD
feac4984f49432b06a48c17ec58f7032798342f430b66ed863bc2da66282b075,BAVX05,Lab de Experimentação da Forma
9ef74bd4d5bbd554a539493a6f5e27b80c17b5fbfad06a9b6ce10e594929c061,BAVX06,Lab de Processos Gráficos
2b18be1056ebf97054c4712057337581562c241b40e37e0083a726996e8a3a1f,BAVX07,Lab de Design Gráfico I
7d276db72c557d78f1329eb28c3443a38a89c6ef5cecd0b3e71e6b8294168261,BAF110,Desenho II - CVD
